binning_ppost,ppost_gen,ppost_data,binning_pgen,pgen_gen,pgen_data,binning_Q,Q_gen,Q_data
-25.0,0.0009091984003479032,5.9188795606404844e-05,-25.0,0.0003348170737197847,4.525822922763305e-05,-4.0,0.006786940876564569,6.316328891062283e-05
-24.71014492753623,0.0010958779198109842,0.0001009691219168095,-24.71014492753623,0.0003865929098620242,6.614664271731065e-05,-3.920289855072464,0.006054259759208167,7.579594669274739e-05
-24.420289855072465,0.001092420891672766,0.00013926775436801138,-24.420289855072465,0.00047288597009907733,0.0001009606652001045,-3.8405797101449277,0.0054372651340659035,5.053063112849798e-05
-24.130434782608695,0.001237616073477374,0.00013926775436801138,-24.130434782608695,0.0004832411373275243,9.399786070354556e-05,-3.760869565217391,0.005655784063803808,8.842860447487196e-05
-23.840579710144926,0.001386268283420204,0.0001357860605088128,-23.840579710144926,0.0006109548664783775,0.0001253304809380623,-3.681159420289855,0.005964281376374924,7.579594669274739e-05
-23.55072463768116,0.0015452915777776149,0.0002332734885664191,-23.55072463768116,0.0006592789802111225,0.00013925608993117862,-3.601449275362319,0.005848594884160755,0.00015159189338549478
-23.26086956521739,0.0020050763201588987,0.00021238332541121996,-23.26086956521739,0.0007593789300861189,0.00014970029667601885,-3.5217391304347827,0.00638846518116021,0.00015159189338549478
-22.971014492753625,0.0020845879673375882,0.0002576453455808211,-22.971014492753625,0.0009354167729697078,0.0002506609618761215,-3.4420289855072466,0.0069026273687787,0.00026528581342461443
-22.681159420289855,0.0024475759218491083,0.00027853550873602277,-22.681159420289855,0.0010389684452541774,0.00025762376637268044,-3.36231884057971,0.00763530848613514,0.000290551128988865
-22.391304347826086,0.0026549976101414383,0.00032379752890563046,-22.391304347826086,0.0011563270071765902,0.0002924377888554787,-3.282608695652174,0.008342281494110617,0.00022738784007824217
-22.10144927536232,0.003035270705343951,0.00037950463065283103,-22.10144927536232,0.0013530751845170679,0.000299400593352034,-3.2028985507246377,0.010347514025822877,0.0002147551822961176
-21.81159420289855,0.0033429462096441916,0.00041780326310403423,-21.81159420289855,0.001691343980646335,0.0004177682697935359,-3.1231884057971016,0.01136298434636947,0.00035371441789948784
-21.52173913043478,0.0038545863740985726,0.0005501076297536518,-21.52173913043478,0.0020054507199092505,0.00044910089002805654,-3.0434782608695654,0.013278238495248486,0.00025265315564249134
-21.231884057971016,0.00424868758185389,0.0005118089973024419,-21.231884057971016,0.002153874783516966,0.0004943591192556841,-2.9637681159420293,0.015232054808198892,0.0004295103645922352
-20.942028985507246,0.004680816099129509,0.0006336682823744519,-20.942028985507246,0.002467981522779856,0.000657985024924819,-2.884057971014493,0.018651233355862,0.0005432042846313534
-20.652173913043477,0.005510502852298767,0.000839088220067279,-20.652173913043477,0.002657826255301416,0.0006162081979454729,-2.8043478260869565,0.020939255090764552,0.0006063675735419791
-20.36231884057971,0.006340189605467888,0.0008460516077856692,-20.36231884057971,0.003165229449495284,0.0008842761710629842,-2.7246376811594204,0.024435557966570542,0.0006568982046704773
-20.07246376811594,0.007439524553417063,0.0010549532393376864,-20.07246376811594,0.0037796360383831364,0.0009260529980423378,-2.6449275362318843,0.027906152732995453,0.0007326941513632208
-19.782608695652172,0.00792005146462765,0.0011837759121281113,-19.782608695652172,0.004242166841253819,0.00106182768572525,-2.5652173913043477,0.03226367727306263,0.0007958574402738476
-19.492753623188406,0.009361632198259019,0.001309116891059307,-19.492753623188406,0.004715052811352844,0.0012184907868978128,-2.4855072463768115,0.0375852559149144,0.0012380004626482075
-19.202898550724637,0.010208604092119234,0.0015597988489217277,-19.202898550724637,0.005474431741438954,0.001615370643201672,-2.4057971014492754,0.04189136423621957,0.0009853473070057161
-18.913043478260867,0.011404735827938287,0.0017930723374881686,-18.913043478260867,0.006378783012723399,0.0016118892409534122,-2.3260869565217392,0.04543908333078741,0.0013895923560337023
-18.6231884057971,0.013250788853739594,0.002102943090956972,-18.6231884057971,0.0071830343341327,0.002175876405174666,-2.246376811594203,0.05222602420735198,0.0014401229871622006
-18.333333333333332,0.014467662758387739,0.002576453455808211,-18.333333333333332,0.008325554451671347,0.002245504450140255,-2.166666666666667,0.0591029434667498,0.0014653883027264496
-18.043478260869563,0.016759672414017827,0.0028758791276994704,-18.043478260869563,0.009682081358598016,0.0027572705806373707,-2.086956521739131,0.06777943038281246,0.0017938374050616884
-17.753623188405797,0.018152854753714222,0.0035826629811170933,-17.753623188405797,0.010900539369145154,0.0032028900684171083,-2.0072463768115947,0.07680297677551719,0.0023875723208215296
-17.463768115942027,0.019933224244890017,0.004021356407376378,-17.463768115942027,0.012788631527132138,0.0037494702213970305,-1.927536231884058,0.08497815555865221,0.0026275928186819094
-17.17391304347826,0.02360113109952523,0.004658506383609981,-17.17391304347826,0.01436261694585592,0.004421380855314921,-1.847826086956522,0.09472152901402332,0.0029181439476707745
-16.884057971014492,0.025519781716229293,0.005612490501030928,-16.884057971014492,0.01672704679635151,0.005114179902722597,-1.7681159420289858,0.10725423233722495,0.003511878863430629
-16.594202898550726,0.029229172908522897,0.006305347579011716,-16.594202898550726,0.018780821629993283,0.005813941754626707,-1.6884057971014497,0.11712614633950003,0.004484593512654196
-16.304347826086957,0.03141055766373023,0.007029539901725375,-16.304347826086957,0.020900179189415422,0.006823548406627752,-1.608695652173913,0.12992878481120204,0.005469940819659937
-16.014492753623188,0.03553133520447074,0.008380437119095138,-16.014492753623188,0.024400225712630647,0.008045520595773894,-1.528985507246377,0.13938936906338292,0.005848920553123674
