binning_ppost,ppost_gen,ppost_data,binning_pgen,pgen_gen,pgen_data,binning_Q,Q_gen,Q_data
-15.0,0.00439358947080941,3.231701971530994e-05,-15.0,0.0005963558756188625,3.836085834499205e-05,-4.0,0.004435678330798939,5.0931123728418415e-06
-14.714285714285714,0.007494474366139934,6.498917151540351e-05,-14.714285714285714,0.001161549137589602,7.94086316606246e-05,-3.877551020408163,0.008528907602482663,1.1550407678743413e-05
-14.428571428571429,0.00913735010924242,9.162407787417545e-05,-14.428571428571429,0.001689058656874756,0.00012200128355963461,-3.7551020408163267,0.012068053890146447,2.050441328435784e-05
-14.142857142857142,0.009978627864437786,0.00011186660670684212,-14.142857142857142,0.0022032327578974083,0.00016140622010776893,-3.63265306122449,0.015038329149236408,3.297551975651527e-05
-13.857142857142858,0.010572351665311727,0.00014311823016780113,-13.857142857142858,0.0027467331289224087,0.00019409018496131526,-3.510204081632653,0.01760427394675787,5.043018165034764e-05
-13.571428571428571,0.011077963041766175,0.00020278042041145002,-13.571428571428571,0.0033636888172346915,0.0002231073929370377,-3.387755102040816,0.020041463521504807,7.543393492878028e-05
-13.285714285714286,0.011488932060108738,0.00028339540365733274,-13.285714285714286,0.004090337457938538,0.00025917429600043313,-3.2653061224489797,0.022667488277663232,0.00011179523944948823
-13.0,0.01183515748056501,0.00036436551898799913,-13.0,0.004952830885696762,0.00031660518551130366,-3.142857142857143,0.025801672037321557,0.00016391435084154004
-12.714285714285715,0.012217033560286566,0.00045314854018390553,-12.714285714285715,0.005966080314963521,0.0004079980040795335,-3.020408163265306,0.02975142447233814,0.00023590895044404945
-12.428571428571429,0.01271333630786037,0.0005937808457582213,-12.428571428571429,0.007131226475895712,0.0005414168774747261,-2.8979591836734695,0.03480614998871524,0.0003318305100951115
-12.142857142857142,0.013301613866165338,0.0008057947003740457,-12.142857142857142,0.008434411932509961,0.0007200911316038439,-2.7755102040816326,0.04122208655927495,0.0004581826318064494
-11.857142857142858,0.013929432256999141,0.0010341446308899168,-11.857142857142858,0.0098499751913176,0.0009432695225522047,-2.6530612244897958,0.04919470715710605,0.0006288319733315385
-11.571428571428571,0.014647447093643622,0.0012078042203491094,-11.571428571428571,0.011347981407445131,0.0012086335621478528,-2.5306122448979593,0.05883184856531728,0.0008707199217683665
-11.285714285714286,0.01561657261445049,0.0013360069029559978,-11.285714285714286,0.012902607401268501,0.0015164481709312061,-2.4081632653061225,0.07015409809465523,0.001227417463878608
-11.0,0.016995222232102026,0.0015157037378565118,-11.0,0.014497192793733517,0.0018726330573262087,-2.2857142857142856,0.08314534304894439,0.0017576768752046719
-10.714285714285715,0.01886183851176261,0.0018481073692139852,-10.714285714285715,0.016125450067827195,0.0022885365469302657,-2.163265306122449,0.09784281574057363,0.00252853440668188
-10.428571428571429,0.02121342046262894,0.0023314421366045007,-10.428571428571429,0.017794102562233717,0.002780815952165495,-2.0408163265306123,0.11440769775806688,0.00360646075268404
-10.142857142857142,0.023993727294090765,0.0028478041878798933,-10.142857142857142,0.019533413041290033,0.0033758588672402555,-1.9183673469387754,0.13310383452494617,0.005053097088634177
-9.857142857142858,0.027169859255119163,0.003324036313574734,-9.857142857142858,0.02141475870841453,0.004114581298709239,-1.795918367346939,0.15416913963709725,0.006932150394688299
-9.571428571428573,0.030801947309587928,0.0038851450075328598,-9.571428571428573,0.02356429416267124,0.005048631222362506,-1.6734693877551021,0.17765573817200414,0.00933138600870995
-9.285714285714286,0.03500489050353131,0.00477297521949192,-9.285714285714286,0.026159867626428104,0.006231391340735644,-1.5510204081632653,0.20335088489555675,0.012400600369824316
-9.0,0.039907203489406004,0.006126383594602314,-9.0,0.02940881656879108,0.00772259932854258,-1.4285714285714288,0.23082504238444718,0.016405050033727726
-8.714285714285715,0.0456905017847162,0.00787185779131383,-8.714285714285715,0.033518270973138475,0.00961784442893289,-1.306122448979592,0.259545314401344,0.021794811108194367
-8.428571428571429,0.05253790140236776,0.009857756409423865,-8.428571428571429,0.03867418930098006,0.012088992195418688,-1.183673469387755,0.28894458362159525,0.02929260897146884
-8.142857142857142,0.06049741819521368,0.012148713488363036,-8.142857142857142,0.04503744100520962,0.01541271442290084,-1.0612244897959187,0.318385823103025,0.04000094245194685
-7.857142857142858,0.06953531880366855,0.015101281641254096,-7.857142857142858,0.052753672681078334,0.019982732620354188,-0.9387755102040818,0.3470555066282226,0.05551701842772966
-7.571428571428572,0.07968511429170268,0.019041472121928416,-7.571428571428572,0.06196811216082583,0.026319262393418013,-0.8163265306122449,0.3738900317607974,0.07801850871728513
-7.2857142857142865,0.09097745366724252,0.024099618405501587,-7.2857142857142865,0.0728385842041131,0.035083261592309394,-0.693877551020408,0.3976443132014909,0.11024890124872871
-7.0,0.10341116987830903,0.03061913321795938,-7.0,0.08554423502946157,0.047082494270174906,-0.5714285714285716,0.41713026230899436,0.15529486668394024
-6.714285714285715,0.11722873186702912,0.039485715978752146,-6.714285714285715,0.1002848783075774,0.06324375225604509,-0.44897959183673475,0.4314964787265856,0.2160210012387533
-6.428571428571429,0.13281876794243175,0.05179601456569171,-6.428571428571429,0.11725311631627885,0.08453455657144604,-0.3265306122448979,0.4402942807569539,0.2940482231254994
-6.142857142857144,0.1498417493394644,0.06839382281222398,-6.142857142857144,0.13655351203234023,0.11183238247440036,-0.20408163265306145,0.44314851498976177,0.38830697600867425
-5.857142857142858,0.16676825443956095,0.08987363182827679,-5.857142857142858,0.1580636398890562,0.14570631188066296,-0.08163265306122458,0.4391730960838991,0.49351755284472465
