binning_ppost,ppost_gen,ppost_data,binning_pgen,pgen_gen,pgen_data,binning_Q,Q_gen,Q_data
-12.0,0.00597635763954855,0.0022799786142480866,-12.0,0.004190343487089258,0.0023487396850650887,-2.0,0.00153159827435107,0.0
-11.864406779661017,0.011287099398659305,0.004229318545774806,-11.864406779661017,0.007942266178015456,0.004393676424738742,-1.9491525423728813,0.0031645323390750726,0.0
-11.728813559322035,0.015568115985960604,0.005709034670479433,-11.728813559322035,0.011032102841856791,0.005985950586430927,-1.8983050847457628,0.00504692105088912,0.0
-11.59322033898305,0.018865465793983224,0.006825105302428198,-11.59322033898305,0.013510644329875924,0.0071933867031048395,-1.847457627118644,0.0073594029465873425,0.0
-11.457627118644067,0.021525719867532593,0.007824554418402243,-11.457627118644067,0.015601910525449555,0.008238924030737805,-1.7966101694915255,0.010261844437183506,0.0
-11.322033898305085,0.02399090260957161,0.00893199453176062,-11.322033898305085,0.017559931590466513,0.009363599426154067,-1.7457627118644068,0.013878635100283872,0.0
-11.186440677966102,0.02662685747639091,0.010240297127206768,-11.186440677966102,0.01958607648805736,0.010701416509393873,-1.694915254237288,0.018350883688009925,1.929960243290026e-08
-11.05084745762712,0.0296374694023142,0.011705308791894634,-11.05084745762712,0.021815679457848753,0.012236059977198545,-1.6440677966101696,0.023885936184899995,3.087936389264042e-07
-10.915254237288135,0.0330628694441142,0.013226382935947946,-10.915254237288135,0.024332126186032792,0.013856150975267345,-1.5932203389830508,0.03071684929744399,2.315952291948031e-06
-10.779661016949152,0.03684178792559988,0.014754961158545299,-10.779661016949152,0.027184116993349418,0.015471827238798148,-1.542372881355932,0.03898924706569137,1.0923574977021546e-05
-10.64406779661017,0.04090228359015713,0.016359627001184943,-10.64406779661017,0.030407889755917062,0.01712234677508693,-1.4915254237288136,0.04869922364549698,3.70166374663027e-05
-10.508474576271187,0.04523072079585968,0.018199934622490366,-10.508474576271187,0.03404921731258845,0.018999254045933806,-1.4406779661016949,0.05977075767987135,9.889116286618092e-05
-10.372881355932204,0.049881221075696,0.020428635366687507,-10.372881355932204,0.038162162130218204,0.021348957683055406,-1.3898305084745761,0.0722224537162145,0.00022538075721140926
-10.23728813559322,0.05492998112130483,0.023103864675727108,-10.23728813559322,0.042775686592369556,0.024312213117908876,-1.3389830508474576,0.08628989630173137,0.0004644642321501777
-10.101694915254237,0.0604212781401027,0.026183633668616882,-10.101694915254237,0.04786196028935686,0.027842420733199924,-1.2881355932203389,0.10240104706815926,0.000884944670355776
-9.966101694915254,0.06635632127394536,0.02959787943100359,-9.966101694915254,0.05335481473897479,0.03180237586924364,-1.2372881355932202,0.12099677104318925,0.0015500475693983854
-9.830508474576272,0.07273181803564294,0.03332610241057322,-9.830508474576272,0.0592189422637682,0.03616392439859968,-1.1864406779661016,0.14229421935123515,0.0024832412458364126
-9.694915254237287,0.0795825945017933,0.03741781719377474,-9.694915254237287,0.06550981661992973,0.041109468444275925,-1.1355932203389831,0.16615894208899482,0.0036908945684727148
-9.559322033898304,0.0869797911543302,0.041961418034245024,-9.559322033898304,0.0723658997405896,0.04692204082599479,-1.0847457627118644,0.19223735678591147,0.005251692016426227
-9.423728813559322,0.09498687080013579,0.04705147435940442,-9.423728813559322,0.0799359359214551,0.05376187922038625,-1.0338983050847457,0.22035547474745196,0.007384240186454411
-9.288135593220339,0.10361903763763541,0.052776013225521744,-9.288135593220339,0.08829624445185899,0.061531608803217286,-0.9830508474576272,0.2508908839244071,0.010425915428686795
-9.152542372881356,0.11284125782824206,0.05920085453074626,-9.152542372881356,0.09741505216761953,0.0699538353213599,-0.9322033898305084,0.28463567509891874,0.014753059990564938
-9.016949152542374,0.12259950030095637,0.06634800020760087,-9.016949152542374,0.1071853565140992,0.07882811757003733,-0.8813559322033897,0.3220415301752767,0.02067865552474318
-8.88135593220339,0.13285800143799623,0.07421174259173308,-8.88135593220339,0.11749898735539215,0.08829176019822521,-0.8305084745762712,0.36248576272766353,0.02836379581272894
-8.745762711864407,0.14362243422234336,0.08282413368799108,-8.745762711864407,0.12830135131205095,0.0988496718010562,-0.7796610169491525,0.40435322063975776,0.03787543117536195
-8.610169491525424,0.1549409109774026,0.09229605513770162,-8.610169491525424,0.13958490622698916,0.11107488685683878,-0.7288135593220337,0.4459189138137666,0.049448727268287106
-8.474576271186441,0.1668757643793048,0.1027676580776605,-8.474576271186441,0.1513456094886568,0.12518664640013275,-0.6779661016949152,0.4861930004698568,0.06369121627648967
-8.338983050847457,0.17943998352439916,0.11431934216617565,-8.338983050847457,0.16356988800034564,0.14088199670334783,-0.6271186440677965,0.5250230746295287,0.08143940086821885
-8.203389830508474,0.19251567053327856,0.12694914625640163,-8.203389830508474,0.1762792557333397,0.15758266099250298,-0.5762711864406778,0.5625633706026305,0.10344245301071497
-8.067796610169491,0.2058115451010213,0.14062695326195232,-8.067796610169491,0.1895759865665687,0.1748674820710279,-0.5254237288135593,0.5987691378028229,0.1302985831809882
-7.932203389830509,0.21891748498942354,0.15534251708784724,-7.932203389830509,0.20360938072590076,0.192725934798925,-0.4745762711864405,0.6333776399116107,0.1627109723936812
-7.796610169491525,0.23143864000519862,0.17111587023711655,-7.796610169491525,0.21845035008128466,0.2114850136468996,-0.423728813559322,0.6661981780665036,0.20173943901679436
-7.661016949152542,0.24310453123428902,0.18802350479908386,-7.661016949152542,0.2339456680701352,0.23151445827706557,-0.3728813559322033,0.6972025917616744,0.24877208765571157
