binning_ppost,ppost_gen,ppost_data,binning_pgen,pgen_gen,pgen_data,binning_Q,Q_gen,Q_data
-40.0,0.0006511460571465237,3.278710519210233e-05,-40.0,0.0002993310601525294,2.5072239915341418e-05,-4.0,0.01305486989404812,1.1426702275583063e-05
-39.47826086956522,0.0008201751221285121,5.978825064442189e-05,-39.47826086956522,0.00039527050250910933,3.471540911354966e-05,-3.911594202898551,0.014791685183917002,4.570680910233202e-05
-38.95652173913044,0.0009546300601823666,4.821633116485636e-05,-38.95652173913044,0.0004643469010058469,4.628721215139954e-05,-3.8231884057971013,0.016401977505649885,1.1426702275583063e-05
-38.434782608695656,0.0010871642134068656,8.486074285014604e-05,-38.434782608695656,0.0006293627418591558,7.907398742530647e-05,-3.734782608695652,0.01888642851632336,2.2853404551166126e-05
-37.91304347826087,0.0011889658093619416,6.171690389101614e-05,-37.91304347826087,0.0006236063753177696,8.100262126494919e-05,-3.646376811594203,0.021888473487553812,0.0
-37.391304347826086,0.0014425094068349243,0.0001099332350558725,-37.391304347826086,0.0008020537381010083,0.00010607486118029061,-3.557971014492754,0.02478699966667274,2.285340455116601e-05
-36.869565217391305,0.0015366278634726222,0.00011571919479565527,-36.869565217391305,0.000884561658527667,0.00012343256573706544,-3.4695652173913043,0.02861719497479447,2.2853404551166126e-05
-36.34782608695652,0.0017440726250414261,0.00013886303375478635,-36.34782608695652,0.0010937096428650112,0.0001427189041334819,-3.381159420289855,0.031711256650123934,2.2853404551166126e-05
-35.82608695652174,0.0019227056141700924,0.0001967226311526113,-35.82608695652174,0.0011186538978777067,0.00016200524252989618,-3.292753623188406,0.036105054270851845,7.998691592908104e-05
-35.30434782608695,0.002249239035158051,0.00019286532465942545,-35.30434782608695,0.0013124515714380137,0.00020057791932273135,-3.2043478260869565,0.042109144213312924,9.14136182046645e-05
-34.78260869565217,0.0025354359747298267,0.0002333670428379048,-34.78260869565217,0.0015177619780810945,0.00028929507594624714,-3.1159420289855073,0.04803271953968718,0.00010284032048024758
-34.26086956521739,0.0028043458508375356,0.0003066558662084865,-34.26086956521739,0.0018094178828450976,0.0003432968234562133,-3.027536231884058,0.05304762991308337,0.00015997383185816207
-33.73913043478261,0.003105909069044038,0.00038380199607225665,-33.73913043478261,0.0020281598114181,0.0004146562755229543,-2.9391304347826086,0.061524668778205636,0.0001599738318581629
-33.21739130434783,0.0035880260612085727,0.00044551889996327274,-33.21739130434783,0.002118342887233285,0.0005998051241285524,-2.8507246376811595,0.06987518467519148,0.00020568064096049515
-32.69565217391305,0.004027885787127557,0.00046094812593602054,-32.69565217391305,0.0026210655651817284,0.0006403064347610183,-2.7623188405797103,0.0803650889424791,0.00030852096144074116
-32.17391304347826,0.004590675742124459,0.0006653853700750178,-32.17391304347826,0.002862832959920345,0.0007425240282620344,-2.6739130434782608,0.08748488142214098,0.0003199476637163258
-31.652173913043477,0.005103525291558447,0.0007772472583774846,-31.652173913043477,0.003093087621576137,0.0009913177935758069,-2.5855072463768116,0.09953906965911227,0.00039993457964540726
-31.130434782608695,0.005543385017477484,0.0009508260505709674,-31.130434782608695,0.0037128564191996434,0.0011745380083417634,-2.4971014492753625,0.10861421710087733,0.0004684947932989032
-30.608695652173914,0.006125382820767741,0.0011263334960110447,-30.608695652173914,0.004278899129103466,0.0015081916625997685,-2.408695652173913,0.12120900347443092,0.0007655890524640652
-30.086956521739133,0.006999339918117746,0.001429132055726333,-30.086956521739133,0.00469527630893099,0.0018167730769424197,-2.3202898550724638,0.13459743392083798,0.0011426702275583063
-29.565217391304348,0.00758133772140805,0.0016991435102495383,-29.565217391304348,0.005315045106554528,0.002161998534238287,-2.2318840579710146,0.1511374364826356,0.0013140707616920457
-29.043478260869566,0.008476423451880793,0.0019055094076351105,-29.043478260869566,0.005869575083375521,0.002638371092629756,-2.143478260869565,0.1664582177151228,0.0017254320436130427
-28.52173913043478,0.009340776625084202,0.0023626002270779618,-28.52173913043478,0.006635171833381069,0.003448397305279266,-2.055072463768116,0.18422894369424558,0.0019196859822979545
-28.0,0.010452911041272514,0.002817762393274206,-28.0,0.0075120583365202095,0.003998057949577136,-1.9666666666666668,0.19857204744567897,0.0028338221643445854
-27.47826086956522,0.011910786726742163,0.0036335827165835757,-27.47826086956522,0.00832946238539827,0.004862085909736594,-1.8782608695652172,0.21945983927615695,0.003850798666871492
-26.956521739130437,0.013021000358101045,0.004152390439917402,-26.956521739130437,0.009494167215607086,0.005764686546688846,-1.789855072463768,0.23536722699727464,0.005027749001256548
-26.434782608695652,0.014749706704507733,0.005132146289187276,-26.434782608695652,0.010735623599701222,0.006732860734188946,-1.701449275362319,0.2566115835561353,0.006181845931090437
-25.913043478260867,0.01575811873991174,0.00601546947612748,-25.913043478260867,0.011721881067126938,0.007976829560757855,-1.6130434782608698,0.26953993048204594,0.008398626172553509
-25.391304347826086,0.018066902104779355,0.0069508663007256935,-25.391304347826086,0.01338163341989577,0.009215012485807793,-1.5246376811594202,0.28766722118955373,0.010261178643473591
-24.869565217391305,0.019480599739174168,0.008420500074630514,-24.869565217391305,0.015075923971912972,0.010717418246888636,-1.436231884057971,0.3055069596967508,0.012820759953204197
-24.347826086956523,0.02144172104993096,0.009305751914817214,-24.347826086956523,0.016952499464407557,0.012208252204931545,-1.347826086956522,0.3198845697122206,0.015403194667485891
-23.82608695652174,0.02374090049065201,0.011170759604273921,-23.82608695652174,0.01859114513985806,0.013845662334787389,-1.2594202898550724,0.33688465579451576,0.02024811643233319
